Feature1,Feature2,Target,Category_A,Category_B,Category_C,Category_D
1.6982978664753785,-0.5193791619309046,0.9329364235414814,True,False,False,False
0.3383840877486645,0.8873796408149046,0.9329364235414814,False,True,False,False
0.91527592300917,1.442679168214566,-1.0718844015157447,False,False,True,False
2.173746769177169,-0.5563991304242153,0.9329364235414814,False,False,False,True
1.8015013663772412,-1.2227585633038092,-1.0718844015157447,True,False,False,False
-1.0350301170264566,0.9243996093082153,0.9329364235414814,False,True,False,False
0.8867099876430249,0.36910008190855387,0.9329364235414814,False,False,True,False
-0.21152039809661813,-0.8155389098773906,-1.0718844015157447,False,False,False,True
-0.16352256271287152,1.2205593572547015,-1.0718844015157447,True,False,False,False
0.3487949020434629,-0.18619944549110765,0.9329364235414814,False,True,False,False
0.08301807422251596,-1.0376587208372552,0.9329364235414814,False,False,True,False
1.3894233057363445,-0.2232194139844184,-1.0718844015157447,False,False,False,True
0.6982111548839386,0.29506014492193233,0.9329364235414814,True,False,False,False
0.06071481580867567,1.2205593572547015,0.9329364235414814,False,True,False,False
0.38196252946805703,-1.2967985002904308,0.9329364235414814,False,False,True,False
0.2720952775467064,-0.29725935097103995,0.9329364235414814,False,False,False,True
1.4291126751356173,1.7388389161610522,0.9329364235414814,True,False,False,False
-0.2651644024075627,-1.6669981852235383,0.9329364235414814,False,True,False,False
0.2515488048145197,1.8128788531476738,-1.0718844015157447,False,False,True,False
-0.9122075585742826,-0.07513954001117536,-1.0718844015157447,False,False,False,True
-2.606142377740982,1.5537390736944985,0.9329364235414814,True,False,False,False
0.5911055933494287,-0.8155389098773906,-1.0718844015157447,False,True,False,False
0.8013077971583161,0.7763197353349723,0.9329364235414814,False,False,True,False
-0.8006035776727286,1.3316192627346337,-1.0718844015157447,False,False,False,True
2.202523944312072,-1.592958248236917,-1.0718844015157447,True,False,False,False
-1.5107252403676317,1.1094994517747692,0.9329364235414814,False,True,False,False
-0.014980074829830615,-0.4083192564509723,0.9329364235414814,False,False,True,False
-0.2472424579444993,1.479699136707877,0.9329364235414814,False,False,False,True
1.4676998463974047,0.5541999243751077,0.9329364235414814,True,False,False,False
1.4044645331435002,0.8503596723215938,0.9329364235414814,False,True,False,False
0.09389009921622446,1.5167191052011877,-1.0718844015157447,False,False,True,False
0.31645360388241967,-0.11215950850448612,0.9329364235414814,False,False,False,True
-0.9457992220886768,-0.5193791619309046,0.9329364235414814,True,False,False,False
-2.0356193250084877,-1.2967985002904308,0.9329364235414814,False,True,False,False
-0.40750157378412827,1.4056591997212553,-1.0718844015157447,False,False,True,False
0.09528755136500447,-1.3338184687837413,-1.0718844015157447,False,False,False,True
1.1660943098346763,0.29506014492193233,0.9329364235414814,True,False,False,False
1.1382649526582809,-0.33427931946435074,0.9329364235414814,False,True,False,False
-0.4468011861448565,-0.6674590359041476,-1.0718844015157447,False,False,True,False
-0.36202531384980535,-1.6299782167302275,0.9329364235414814,False,False,False,True
-1.1060971424586743,-0.7044790043974584,0.9329364235414814,True,False,False,False
-1.4764777677448913,1.3686392312279445,0.9329364235414814,False,True,False,False
-1.7618944195981363,1.590759042187809,-1.0718844015157447,False,False,True,False
1.8844758507644759,-0.8525588783707014,-1.0718844015157447,False,False,False,True
-0.5687694693894422,0.25804017642862154,-1.0718844015157447,True,False,False,False
-0.4974005328989698,0.184000239442,0.9329364235414814,False,True,False,False
-1.3097433315828322,-0.001099603024553819,-1.0718844015157447,False,False,True,False
0.7146157585428989,-0.9636187838506337,-1.0718844015157447,False,False,False,True
-1.66979172148956,0.25804017642862154,-1.0718844015157447,True,False,False,False
-0.272724286121596,-0.6304390674108369,-1.0718844015157447,False,True,False,False
-0.9534576145185357,0.7763197353349723,-1.0718844015157447,False,False,True,False
0.32516806918837954,-0.4083192564509723,-1.0718844015157447,False,False,False,True
-0.5699190596027037,-0.2602393824777292,0.9329364235414814,True,False,False,False
-1.2377908078476418,-1.3708384372770521,0.9329364235414814,False,True,False,False
-0.08870497935746749,0.9984395462948369,0.9329364235414814,False,False,True,False
0.3664765049957184,-0.18619944549110765,-1.0718844015157447,False,False,False,True
0.005718033324453879,-0.8525588783707014,-1.0718844015157447,True,False,False,False
0.24098393121230888,-1.592958248236917,0.9329364235414814,False,True,False,False
-0.693075456229159,-0.001099603024553819,0.9329364235414814,False,False,True,False
-0.4222873029258285,1.6277790106811199,0.9329364235414814,False,False,False,True
-0.7311024803030046,0.14698027094868926,-1.0718844015157447,True,False,False,False
-0.41910860461240984,-1.592958248236917,0.9329364235414814,False,True,False,False
-0.8713776372553186,-0.5563991304242153,-1.0718844015157447,False,False,True,False
-1.7818484128892367,-1.3708384372770521,0.9329364235414814,False,False,False,True
0.11630319794426658,-1.3338184687837413,-1.0718844015157447,True,False,False,False
-0.4612131117936825,-0.7044790043974584,0.9329364235414814,False,True,False,False
-1.6860446379595115,-0.03811957151786458,0.9329364235414814,False,False,True,False
0.4008263255545395,0.9243996093082153,0.9329364235414814,False,False,False,True
-0.9652548793823015,-0.2602393824777292,-1.0718844015157447,True,False,False,False
-0.00881125650920619,0.5541999243751077,0.9329364235414814,False,True,False,False
0.6663572491725153,1.442679168214566,-1.0718844015157447,False,False,True,False
0.0680013775317182,1.8869187901342952,-1.0718844015157447,False,False,False,True
1.075469631476287,-0.07513954001117536,0.9329364235414814,True,False,False,False
-1.291826246935598,-0.445339224944283,-1.0718844015157447,False,True,False,False
0.34056214396102913,-0.445339224944283,0.9329364235414814,False,False,True,False
-0.7434160735101194,1.5537390736944985,-1.0718844015157447,False,False,False,True
-0.9288602152148419,-0.4823591934375938,-1.0718844015157447,True,False,False,False
-0.6377649573914167,-1.5189183112502953,0.9329364235414814,False,True,False,False
-0.3712480942792133,-0.3712992879576615,-1.0718844015157447,False,False,True,False
-0.004603628560149519,-1.704018153716849,-1.0718844015157447,False,False,False,True
-1.2223536591598032,1.0724794832814584,-1.0718844015157447,True,False,False,False
0.8375918580274376,-0.445339224944283,-1.0718844015157447,False,True,False,False
0.4036981021869532,0.8503596723215938,-1.0718844015157447,False,False,True,False
-1.5923642411871386,0.25804017642862154,-1.0718844015157447,False,False,False,True
1.4233028050708914,1.2575793257480123,-1.0718844015157447,True,False,False,False
1.8297498504318888,0.5912198928684185,-1.0718844015157447,False,True,False,False
1.1147335668215705,-1.407858405770363,-1.0718844015157447,False,False,True,False
-0.2400046335863482,0.5541999243751077,0.9329364235414814,False,False,False,True
-1.1282319956802787,-1.6669981852235383,-1.0718844015157447,True,False,False,False
0.9907686491496703,1.294599294241323,0.9329364235414814,False,True,False,False
-0.4626050474507032,-0.4083192564509723,0.9329364235414814,False,False,True,False
1.1582716016828922,1.6647989791744306,-1.0718844015157447,False,False,False,True
0.14706198264624115,-0.2232194139844184,0.9329364235414814,True,False,False,False
0.9131831024445031,-0.3712992879576615,0.9329364235414814,False,True,False,False
0.2947211067166263,0.07294033396206771,0.9329364235414814,False,False,True,False
0.6439055859193615,-0.77851894138408,-1.0718844015157447,False,False,False,True
-0.0501356480079414,0.7763197353349723,-1.0718844015157447,True,False,False,False
1.720052324856701,-0.4083192564509723,0.9329364235414814,False,True,False,False
0.06593660442200477,-0.5934190989175261,0.9329364235414814,False,False,True,False
0.3402108945653607,-0.6304390674108369,0.9329364235414814,False,False,False,True
0.09715886166431949,-0.4823591934375938,0.9329364235414814,True,False,False,False
